GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
BIOCARTA_AGR_PATHWAY	0.93	1	36	33	180	166	1	GSE3744	DMD,LAMA3	RPS3A,STX6,DNAJC3,MELK,RPL11,FAM13A,EGF,LIFR,SPRY1,RPL14,TCF7L1,GLB1,ABCB1,GTF2I,VAPB,CRYAB,NAB1,PDGFD,SEMA5A,MTDH,GPRASP2,ANLN,PALMD,PEAR1,EFHA2,CXCL14,IL11RA,PLEKHH2,GTF2IRD1,LSM14B,HOXA5,GLT8D2,CHRM5,FAM176A,FIGF,LHFP,CHRDL1,GAS1,GPRASP1,GPC3,KLHL13,TRPC1,CSRNP3,FXYD1,ODZ2,CASP1,CD300LG
BIOCARTA_GCR_PATHWAY	0.93	1	22	17	180	166	0	GSE3744		RPL14,RPL11,RPS3A,SMC4,GTF2I,MTDH,GLB1,ATAD2,KIF2C,PSMA7,BTAF1,DUT,DMD,PSMD14,STX6,WHSC1,CAPN6,CKAP2,CCNB1,CRYAB,FOXN3,ICMT,VAPB,TTK,DNAJC3,LMNB1,NUSAP1,DBNL,PDGFD,PPL,GNG7,TCEAL2,SPINT2
BIOCARTA_IL17_PATHWAY	0.93	1	17	12	180	166	0	GSE3744		STAT4,ITM2A,SCARA5,AMIGO2,TGFBR3
BIOCARTA_TALL1_PATHWAY	0.93	1	15	13	180	166	0	GSE3744		RPL14,RPL11,CDCA3,TWISTNB,MTDH,MELK,DNAJC3,GLB1,LMNB1,GLTSCR2,EFHA2,GPRASP1,TRPC1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.93	1	34	27	180	166	0	GSE3744		RPL14,RPS3A,RPL11,PSMA7,GTF2I,CRYAB,MTDH,DUT,CCNB1,ABCB1,STX6,PSMD14,DNAJC3,GLB1,MRPL14,ICMT,DHRS13,EBF1,EGF,FIGF,CLDN11,ZNF524,PAMR1,GPC3,MOCS1,GPRASP2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.93	1	44	36	180	166	0	GSE3744		PSMA7,RPL14,DNAJC3,RPL11,RPS3A,GLB1,MRPL14,DHRS13,CCNB1,ICMT,EFHA2,ABCB1,LHFPL2,MOCS1,CARD9,PALMD,FAM176A,ZNF524,CHI3L1,PER1,TCF7L1
KEGG_MELANOMA	0.93	1	71	60	180	166	3	GSE3744	PDGFD,EGF,E2F1	PBK,TCF7L1,STX6,FIGF,DENND2A,MELK,DMD,LMNB1,SPRY1,GLT8D2,CCNB1,FAM13A,CRYAB,LIFR,SEMA5A,IL11RA,MTDH,EFHA2,NUSAP1,SMC4,PPL,ABCB1,DBNL,KIF20A,LAMA3,GTF2IRD1,PALMD,FOXN3,GPRASP1,UBE2C,CKAP2,TTK,LSM14B,PLEKHH2,CHRDL1,FXYD1,HOXA5,FAM176A,CENPA,LHFP,SPINT2,GAS1,RGMA,CXCL14,EXO1,PEAR1,KIAA1751,TMEM206,CX3CL1,ALKBH2,CASP1,C19orf21,TGFBR3,TRPC1,PAMR1,CD300LG,IL25,COL10A1
REACTOME_AMINE_DERIVED_HORMONES	0.93	1	15	14	180	166	0	GSE3744		ABCB1,PEAR1,DMD,DENND2A
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.93	1	12	10	180	166	0	GSE3744		DMD,MOCS1,ABCB1,RGMA,GPIHBP1
REACTOME_NEPHRIN_INTERACTIONS	0.93	1	20	17	180	166	0	GSE3744		RPS3A,MTDH,DMD,RPL14,DUT,ANLN,DNAJC3,RPL11,GTF2I,MELK,GLB1,FIGF,SMC4,TWISTNB,FOXN3,NAB1,CRYAB,GPRASP1,EFHA2,SEMA5A,ITM2A,SPRY1,EGF,CEP55,EBF1,LHFPL2,STX6,CX3CL1,KIAA1751
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.93	1	12	9	180	166	0	GSE3744		MTDH,RPL11,RPS3A,BTAF1,RPL14,SMC4,CCDC50,TWISTNB,CASP1,DNAJC3,GNG7,RCSD1,NAB1,AMIGO2
REACTOME_IL_6_SIGNALING	0.93	1	11	10	180	166	0	GSE3744		MELK,LMNB1,DNAJC3,BTAF1,MTDH,GLB1,GTF2I,RPS3A,RPL14,GLTSCR2,CRYAB,NAB1,RPL11,STX6,LIFR,STAT4,E2F1,AMIGO2,PDGFD
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.93	1	108	86	180	166	1	GSE3744	KL	GTF2I,RPL14,RPS3A,STX6,PSMA7,RPL11,MTDH,BTAF1,DNAJC3,PSMD14,DMD,LMNB1,GLB1,TWISTNB,MELK,CRYAB,LSM14B,DENND2A,FOXN3,EFHA2,TCF7L1,TRPC1,PLEKHH2,GPRASP2,DBNL,GLT8D2,EGF,EBF1,IL11RA,SPRY1,FAM176A,GTF2IRD1,FXYD1,PALMD,KIAA1751,RGMA,SEMA5A,COL10A1,IL25
REACTOME_LIPOPROTEIN_METABOLISM	0.93	1	28	25	180	166	0	GSE3744	LPL	DMD,ABCB1,DENND2A,FIGF,CDH12,MOCS1,LAMA3,ACOT12,TCF7L1,PLEKHH2,DNAJC3,GAS1,GLB1,RELN,GLT8D2,PAMR1,PEAR1,LGR6,SEMA5A,CBFA2T3,PPL,D4S234E,CHI3L1
REACTOME_COMPLEMENT_CASCADE	0.93	1	32	25	180	166	0	GSE3744		ACOT12,PEAR1,FAM176A,PDGFD,KIAA1751,PAMR1,GPC3,EGF,EDNRB,FXYD1,PALMD,FIGF,CHI3L1,LPL,COL10A1
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.93	1	30	23	180	166	0	GSE3744	CASP1,CARD9	MTDH,RPL14,RPS3A,BTAF1,GTF2I,RPL11,SMC4,MELK,DNAJC3,INTS7,PSMA7,GLTSCR2,TWISTNB,LMNB1,GNG7,ATAD2,RCSD1,NAB1,AMIGO2,TRIP13,ZWILCH,CKAP2,DUT,GPRASP1,SPINT2,TTK,PLEKHH2,PBK,NUSAP1,TMEM206,LAMA3
BIOCARTA_CCR3_PATHWAY	0.94	1	23	20	180	166	0	GSE3744		GTF2I,STX6,RPS3A,MELK,RPL11,PSMA7,RPL14,LMNB1,ICMT,VAPB,CRYAB,DNAJC3,GNG7,EFHA2,USP31,PDGFD,LSM14B,PLEKHH2,DMD,PBK,CSRNP3,ANLN,MRPL14
BIOCARTA_ERK_PATHWAY	0.94	1	28	23	180	166	1	GSE3744		RPS3A,GTF2I,STX6,RPL14,RPL11,PSMA7,DUT,MELK,BTAF1,LMNB1,DNAJC3,SMC4,CRYAB,EGF,FAM13A,LIFR,PDGFD,MTDH,ABCB1,SPRY1,TCF7L1,CCNB1,ICMT,PBK,VAPB,GLB1,SEMA5A,IL11RA,PALMD,GLT8D2,LAMA3,EFHA2,PLEKHH2,CHRDL1,GNG7,GTF2IRD1,LSM14B,HOXA5,DBNL,NAB1,FIGF,FAM176A,GAS1,CXCL14,GPC3,TMEM206,DENND2A,PEAR1,PPME1,ANLN,LHFP,CEP55,SGOL2
BIOCARTA_HIVNEF_PATHWAY	0.94	1	58	45	180	166	1	GSE3744	LMNB1	MTDH,RPL14,GLB1,RPL11,BTAF1,RPS3A,DUT,DNAJC3,STX6,MELK,CCNB1,GTF2I,PSMA7,TRIP13,SMC4,DMD,CDCA3,UBE2C,KIF2C,NUSAP1,MRPL14,PSMD14,ATAD2,INTS7,MME,CCDC50,TWISTNB,WHSC1,CEP55,TTK,NAB1,KIF20A,DBNL,EXO1,PBK,SHCBP1,CDCA8,CRYAB,CDKN3,CASP1,E2F1,ITM2A,PEAR1,CENPA,ANLN,ZWILCH,LIFR,ABCB1,LHFPL2,TMEM206,ALKBH2,CBFA2T3,STAT4,EFHA2,CHI3L1,D4S234E,NAV2,CX3CL1,CDC42EP5,FAM176A,HJURP,GPRASP1,TRPC1
BIOCARTA_IL6_PATHWAY	0.94	1	22	20	180	166	0	GSE3744		RPS3A,GTF2I,MELK,STX6,LMNB1,MTDH,PSMA7,BTAF1,DUT,RPL14,PBK,RPL11,GLTSCR2,INTS7,DNAJC3,NAB1,SMC4,SGOL2,CRYAB,GLB1,CENPA,CCNB1,CBX7,TWISTNB,KIF20A,SHCBP1,LSM14B,DBNL,ANLN,AMIGO2,MRPL14,LIFR,TMEM206,EFHA2,ODZ2,PDGFD,ABCB1,EGR1
BIOCARTA_KERATINOCYTE_PATHWAY	0.94	1	46	39	180	166	0	GSE3744	EGF,HOXA7	GTF2I,LMNB1,MELK,STX6,RPL11,RPL14,RPS3A,MTDH,DNAJC3,ABCB1,AMIGO2,STAT4,LIFR,CCDC50,CRYAB,TWISTNB,FAM13A,EFHA2,HS3ST4,CX3CL1,SPRY1,TCF7L1,LSM14B,GNG7,SGOL2,PDGFD,RCSD1,SEMA5A,ITM2A,EBF1,CDCA3,ODZ2,PALMD,PLEKHH2,PPME1,GPRASP1,CHRM5,LAMA3,GTF2IRD1,TRPC1,IL11RA,FIGF,HOXA5,GLT8D2,FAM176A,CHRDL1,GAS1,CXCL14,GPC3,SPINT2,EGR1
BIOCARTA_MAPK_PATHWAY	0.94	1	87	74	180	166	0	GSE3744		GTF2I,MELK,STX6,MTDH,RPL14,RPS3A,DNAJC3,BTAF1,RPL11,LMNB1,SMC4,EFHA2,PSMA7,NAB1,GLB1,GLTSCR2,CRYAB,LSM14B,VAPB,TWISTNB,GPRASP1,GPRASP2,ANLN,MRPL14,FIGF,TMEM206,SGOL2,CCDC50,TGFBR3,EGF,FAM13A,ABCB1,GNG7,FOXN3,DBNL,RCSD1,STAT4,E2F1,ODZ2,TRPC1,EGR1,USP31,CX3CL1,LAMA3,EBF1,CBX7,PDGFD,MAMDC2,SPINT2,CHI3L1,PLEKHH2,EDNRB,TCF7L1,GLT8D2,LIFR,SEMA5A,PALMD,RGMA
BIOCARTA_TNFR2_PATHWAY	0.94	1	18	15	180	166	0	GSE3744		RPL11,RPL14,MTDH,RPS3A,BTAF1,SMC4,CDCA3,CCDC50,TWISTNB,GTF2I,NAB1,INTS7,GNG7,RCSD1,GLB1,AMIGO2,STAT4
KEGG_BETA_ALANINE_METABOLISM	0.94	1	22	20	180	166	0	GSE3744		RPL14,RPL11,DUT,GLB1,GTF2I,MTDH,PSMA7,MRPL14,LMNB1,DNAJC3,CHI3L1,ABCB1,FAM13A,LIFR,CRYAB,ACOT12,MOCS1,SCARA5,GPRASP2,CLDN11
KEGG_NITROGEN_METABOLISM	0.94	1	23	21	180	166	0	GSE3744		ACOT12,DMD,RPL11,STX6,CXCL14,GPC3,C19orf21,CRYAB,FIGF,ICMT
KEGG_MELANOGENESIS	0.94	1	102	86	180	166	1	GSE3744	TCF7L1,EDNRB	STX6,DMD,MELK,RPS3A,LMNB1,RPL11,DNAJC3,MTDH,NAB1,GLB1,EFHA2,FOXN3,CAPN6,ITM2A,CRYAB,VAPB,CX3CL1,CHI3L1,CHRM5,GNG7,MOCS1,HS3ST4,GPRASP1,USP31,GPC3,LSM14B,PEAR1,EBF1,SPRY1,CCNB1IP1,LHFPL2,MAB21L1,FAM13A,CCDC50,LAMA3,PDGFD,RELN,CSRNP3,LPL,PNMAL1,FIGF,MAMDC2,COL10A1,C19orf21,CBX7,AMIGO2,SEMA5A
KEGG_PRIMARY_IMMUNODEFICIENCY	0.94	1	35	28	180	166	0	GSE3744		GLTSCR2,AMIGO2,STAT4,MELK,CCNB1,RPL11,ITM2A,CENPA,MTDH,SMC4,CEP55,SCARA5,RCSD1,PPL,TGFBR3,WHSC1,TRIP13,CDCA8,EXO1,KIF20A,SGOL2,NUSAP1,TTK,RMI2,PBK,ALKBH2
REACTOME_COPI_MEDIATED_TRANSPORT	0.94	1	10	7	180	166	0	GSE3744		GLB1,RPS3A,DNAJC3,RPL14,PSMA7,RPL11,GTF2I,STX6,MRPL14,SMC4,BTAF1,ATAD2,CCNB1,MTDH,PSMD14,ABCB1,ICMT,GLTSCR2,LMNB1,SPINT2,EXO1,EFHA2
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.94	1	9	8	180	166	0	GSE3744		RPL14,GLTSCR2,MTDH,SMC4,DNAJC3,AMIGO2,RPL11,CASP1,RPS3A,IL11RA,STX6
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.94	1	37	29	180	166	1	GSE3744	KL	GTF2I,STX6,RPS3A,PSMA7,RPL11,RPL14,MELK,MTDH,TWISTNB,DMD,CRYAB,DUT,DENND2A,PSMD14,TCF7L1,EFHA2,PPME1,GLT8D2,LSM14B,DNAJC3,SPRY1,IL11RA,PDGFD,GTF2IRD1,FXYD1,DBNL,KIAA1751,SEMA5A,RGMA,IL25,COL10A1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.94	1	59	41	180	166	0	GSE3744		PDGFD,ST6GALNAC5,ABCB1,HS3ST4,CBFA2T3,DENND2A,NAB1,LAMA3
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.94	1	91	72	180	166	1	GSE3744		MTDH,RPS3A,DMD,STX6,MELK,PEAR1,STAT4,AMIGO2,CRYAB,DNAJC3,ABCB1,NAB1,RCSD1,DBNL,CLDN11,PDGFD,LAMA3,CHRDL1,SCARA5,LPL,FOXN3,ITM2A,EGF,FIGF,GPC3,CX3CL1,OSR1,GAS1,PPL,TGFBR3,KIAA1751,SEMA5A,ACOT12,FAM13A,COL10A1,EDNRB,RGMA,CXCL14,STC2,MOCS1,MAMDC2,GLT8D2,IL11RA,DHRS13,MME
REACTOME_SIGNALLING_TO_ERKS	0.94	1	36	31	180	166	1	GSE3744		RPL14,GTF2I,STX6,RPS3A,MTDH,PSMA7,RPL11,DNAJC3,DUT,MELK,BTAF1,LMNB1,SMC4,CCNB1,PBK,INTS7,PSMD14,GLTSCR2,GLB1,ANLN,EFHA2,CRYAB,LSM14B,NUSAP1,DBNL,NAB1,DMD,VAPB,TMEM206,LHFPL2,ICMT,STAT4,SPINT2,DENND2A,GPRASP2
REACTOME_CS_DS_DEGRADATION	0.94	1	12	11	180	166	0	GSE3744		GLB1,DNAJC3,RPL11,RPL14,CRYAB,RPS3A,MTDH,EDNRB,GPC3,GAS1,CHI3L1,NAV2,DENND2A,FAM176A,MAMDC2,LIFR,PAMR1,GLT8D2,CX3CL1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.94	1	91	76	180	166	4	GSE3744	KIF2C,KIF20A	GLB1,GTF2I,RPL14,RPS3A,STX6,PSMA7,RPL11,DUT,MTDH,PSMD14,CCNB1,DNAJC3,LMNB1,CKAP2,CDCA8,SMC4,MELK,ZWILCH,NUSAP1,ANLN,UBE2C,CENPA,WHSC1,TTK,BTAF1,MRPL14,ATAD2,TRIP13,DMD,SGOL2,CDKN3,CDCA3,SHCBP1,CEP55,PBK,INTS7,LHFPL2,ABCB1,EXO1,FAM176A,GPC3,CHI3L1,CRYAB,HJURP,GPRASP2,CX3CL1,VAPB,PDGFD,DHRS13,EBF1,TGFBR3,RMI2,EFHA2,CABP7,CXCL14,PRR15,CBFA2T3,PNMAL1,CSRNP3,HS3ST4,ZNF524,PLEKHH2,PPAP2B,CD300LG,LIFR
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.94	1	18	16	180	166	0	GSE3744		RPL14,PSMA7,RPS3A,DMD,DNAJC3,GLB1,RPL11,LMNB1,GTF2I,ABCB1,ANLN,KIF2C,MRPL14,CCNB1,EFHA2,TCEAL2,GPRASP2,ICMT,GPRASP1,TRPC1
REACTOME_GLUCONEOGENESIS	0.94	1	34	28	180	166	0	GSE3744		PSMA7,RPL14,RPS3A,GTF2I,RPL11,PSMD14,MRPL14,GLB1,CRYAB,MTDH,DUT,STX6,DMD,SGOL2,ICMT,TRIP13,ANLN,MOCS1,DNAJC3,EGF,CEP55,FIGF,DBNL,ITM2A,CLDN11,GPRASP1,PAMR1
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.94	1	21	18	180	166	0	GSE3744		GTF2I,ABCB1,PSMA7,RPL14,RPL11,DNAJC3,GLB1,FAM13A,DMD,STX6,CRYAB,LIFR
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.94	1	13	12	180	166	0	GSE3744		RPS3A,STX6,NAB1,MTDH,VAPB,GLB1,RPL11,MELK,PSMA7,DMD,DNAJC3,EFHA2,LMNB1,DUT,ANLN,FAM13A,NAV2,ITM2A,LAMA3,PLEKHH2,GPRASP1,GPC3
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.94	1	19	14	180	166	0	GSE3744		PSMA7,RPS3A,RPL11,DNAJC3,GLB1,RPL14,GTF2I,MTDH,DUT,PSMD14,ABCB1,GLTSCR2,DMD,TRIP13,STX6,ICMT,RCSD1,LMNB1,NAB1,MAB21L1,SPRY1,FOXN3,SPINT2,HJURP,MOCS1
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.94	1	36	30	180	166	0	GSE3744		RPL14,STX6,PSMA7,RPS3A,GTF2I,PSMD14,MTDH,GLB1,RPL11,LMNB1,DMD,DNAJC3,MRPL14,GPRASP2,ABCB1,CRYAB,PLEKHH2,TRPC1,FAM176A,GPRASP1,CHI3L1,MOCS1,FXYD1,EDNRB,PPP1R14A,KIAA1751,DENND2A,KLHL13,PDGFD,CHRDL1,CDH12,PALMD,FAM13A,DHRS13
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.94	1	83	71	180	166	1	GSE3744		GTF2I,MTDH,MELK,RPL14,STX6,RPS3A,RPL11,BTAF1,DNAJC3,SMC4,LMNB1,PSMA7,PSMD14,TWISTNB,GLTSCR2,CRYAB,LSM14B,NAB1,EFHA2,PPME1,STAT4,TGFBR3,GPRASP2,GPRASP1,GNG7,LHFPL2,RCSD1,FOXN3,ITM2A,ODZ2,TRPC1,EGR1,EBF1,USP31,FIGF,EDNRB,CX3CL1,CBX7,DBNL,LHFP,CHRDL1,S100P,PLEKHH2
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.94	1	10	4	180	166	0	GSE3744		RPL14,RPS3A,SCARA5,MTDH,RCSD1,GLTSCR2,DUT,TGFBR3,RPL11,GTF2I,GLB1,KIF2C
BIOCARTA_SALMONELLA_PATHWAY	0.95	1	13	12	180	166	0	GSE3744		RPS3A,RPL11,RPL14,DUT,PSMA7,PSMD14,STX6,MTDH,GTF2I,LMNB1,SMC4,BTAF1,GLB1,ATAD2,DNAJC3,ANLN,ZWILCH,DMD,KIF2C,NAB1,VAPB,MRPL14,DBNL,FAM13A,TMEM206,GPRASP2
BIOCARTA_TCRA_PATHWAY	0.95	1	13	11	180	166	0	GSE3744		AMIGO2,GLTSCR2,STAT4,MELK,ITM2A,RPS3A,CENPA,SCARA5,FAM176A,PPL,RCSD1
BIOCARTA_BARR_MAPK_PATHWAY	0.95	1	12	11	180	166	0	GSE3744		GTF2I,STX6,RPS3A,RPL11,PSMA7,CRYAB,RPL14,LMNB1,ICMT,VAPB,SMC4,MELK,MTDH,CCNB1,BTAF1,PBK,USP31,DNAJC3,GNG7,EFHA2,TWISTNB,GLB1,GPRASP2,LSM14B,PDGFD,CXCL14,CSRNP3,DMD,PNMAL1,CX3CL1,KIAA1751
BIOCARTA_ACTINY_PATHWAY	0.95	1	20	17	180	166	1	GSE3744	PSMA7	RPS3A,RPL11,RPL14,DUT,PSMD14,SMC4,MTDH,GTF2I,STX6,LMNB1,GLB1,BTAF1,DNAJC3,ATAD2,DMD,NAB1,KIF2C,MRPL14,ANLN,ZWILCH,VAPB,DBNL,TRIP13,FAM13A,TMEM206,EFHA2,GPRASP2
KEGG_GALACTOSE_METABOLISM	0.95	1	26	23	180	166	0	GSE3744	GLB1	RPL14,RPL11,RPS3A,PSMA7,CRYAB,ABCB1,DNAJC3,MRPL14,PALMD,DHRS13,ICMT,FAM176A,ACOT12
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.95	1	10	9	180	166	0	GSE3744		RPL14,RPL11,GTF2I,MTDH,GLB1,DUT,PSMA7,LMNB1,MRPL14,DNAJC3,ABCB1,CHI3L1,FAM13A,LIFR
KEGG_ERBB_SIGNALING_PATHWAY	0.95	1	87	81	180	166	0	GSE3744	EGF	STX6,MELK,GTF2I,RPL14,RPS3A,PSMA7,MTDH,DNAJC3,LMNB1,EFHA2,PBK,GPRASP2,RPL11,BTAF1,NAB1,DMD,SMC4,ABCB1,ANLN,FAM13A,LIFR,DBNL,SPRY1,GLB1,GPRASP1,TCF7L1,CHRM5,PDGFD,LSM14B,CEP55,SEMA5A,CRYAB,PPL,PALMD,FOXN3,CX3CL1,EBF1,HS3ST4,PLEKHH2,MOCS1,LAMA3,CXCL14,IL11RA,GTF2IRD1,HOXA5,ITM2A,FIGF,FAM176A,GLT8D2,TRPC1,CCNB1IP1,USP31,CHRDL1,SPINT2,GAS1,CCDC50,EGR1,STAT4,KLHL13,CSRNP3,DENND2A,CASP1,ODZ2,CD300LG,C19orf21
KEGG_WNT_SIGNALING_PATHWAY	0.95	1	151	134	180	166	0	GSE3744	TCF7L1	GTF2I,STX6,RPS3A,MTDH,MELK,SMC4,LMNB1,PSMD14,ATAD2,NAB1,PSMA7,CCNB1,DNAJC3,GLTSCR2,RPL14,DMD,EFHA2,PPME1,SGOL2,WHSC1,FOXN3,BTAF1,CBX7,LSM14B,TWISTNB,VAPB,GPRASP1,CEP55,ITM2A,EBF1,GPRASP2,NAV2,CX3CL1,LAMA3,HS3ST4,PLEKHH2,SPRY1,FAM13A,USP31,ICMT,CHRM5,MOCS1,CCNB1IP1,GPC3,CCDC50,CHI3L1,RERGL,TRPC1,LHFPL2,STAT4,EGR1,MAB21L1,CABP7,CBFA2T3,LPL,ODZ2,CSRNP3,E2F1,C19orf21,COL10A1,MAMDC2,AMIGO2,NR2F2,KIAA1751,C5orf4
KEGG_GAP_JUNCTION	0.95	1	90	77	180	166	3	GSE3744	PDGFD,EGF	RPS3A,RPL11,GTF2I,DUT,STX6,RPL14,KIF2C,MELK,PSMA7,ABCB1,MTDH,DNAJC3,LMNB1,ANLN,FAM13A,CRYAB,FIGF,CCNB1,LIFR,PBK,SPRY1,TCF7L1,GLB1,SEMA5A,EFHA2,NAB1,DMD,ODZ2,VAPB,PEAR1,PALMD,CEP55,GLT8D2,GTF2IRD1,PLEKHH2,ITM2A,LSM14B,CHRDL1,USP31,IL11RA,LAMA3,HOXA5,CXCL14,DBNL,FAM176A,GAS1,GPRASP1,NAV2,CX3CL1,DENND2A,GNG7,LHFPL2,CHI3L1,LHFP,TMEM206,RELN,MME,CLDN11,KIAA1751,CSRNP3,TGFBR3,RGMA,C19orf21,CHRM5,KLHL13,PAMR1,PNMAL1,HS3ST4
KEGG_VIBRIO_CHOLERAE_INFECTION	0.95	1	56	42	180	166	0	GSE3744		PSMA7,RPL14,RPS3A,STX6,RPL11,GLB1,GTF2I,MTDH,DNAJC3,LMNB1,PSMD14,MRPL14,CCNB1,DMD,MELK,KIF2C,MME,ITM2A,DBNL,CRYAB,NAB1,UBE2C,GPRASP2,GPRASP1,TRPC1,PLEKHH2,ANLN,EFHA2,FAM176A,PDGFD,TCF7L1,LHFPL2,ICMT,GNG7,STAT4,CHRDL1,STC2,CLDN11,GLT8D2,PPL,SEMA5A,EGF,FXYD1
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.95	1	18	12	180	166	0	GSE3744		ABCB1,PSMA7,GTF2I,MRPL14,DNAJC3,PSMD14,STX6,DMD,CBFA2T3,CDH12,CHI3L1
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.95	1	87	71	180	166	1	GSE3744	KL	GTF2I,RPL14,RPS3A,MTDH,BTAF1,RPL11,STX6,PSMA7,DNAJC3,DMD,TWISTNB,MELK,DUT,SMC4,LMNB1,GLB1,CRYAB,PBK,DENND2A,FOXN3,LSM14B,EFHA2,TCF7L1,GLT8D2,DBNL,EGF,NAB1,EBF1,IL11RA,SPRY1,PDGFD,GTF2IRD1,FXYD1,PALMD,KIAA1751,SEMA5A,RGMA,COL10A1,IL25
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.95	1	12	9	180	166	0	GSE3744		GLB1,DNAJC3,NAV2,LHFPL2,PLEKHH2,NAB1
REACTOME_DARPP_32_EVENTS	0.95	1	25	21	180	166	0	GSE3744		GTF2I,STX6,RPS3A,RPL11,RPL14,MTDH,PSMD14,PSMA7,SMC4,CCNB1,ATAD2,KIF2C,DMD,INTS7,WHSC1,DUT,CKAP2,CAPN6,PPME1,GLB1,ANLN,TWISTNB,ITM2A,NUSAP1,LSM14B,LMNB1,GPRASP1,NAB1,EFHA2,UBE2C,TRIP13,ODZ2,GPRASP2,ICMT,CX3CL1,DHRS13,PNMAL1,ILDR1
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.95	1	16	11	180	166	0	GSE3744		PSMA7,RPL11,GLB1,RPS3A,DNAJC3,RPL14,PSMD14,DUT,GTF2I,MTDH,MRPL14,RCSD1,TRIP13,CCNB1,PDGFD
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.95	1	32	24	180	166	1	GSE3744		RPS3A,RPL14,DMD,RPL11,GLB1,DNAJC3,LMNB1,ANLN,KIF2C,MTDH,DBNL,LHFP,GTF2I,STX6,VAPB,CRYAB,NAB1,S100P,PEAR1,SEMA5A,MME,FAM13A,MELK,CHI3L1,CXCL14,TBCEL,PLEKHH2,GTF2IRD1,TCF7L1,RERGL,CDC42EP5,PALMD,CHRDL1,LAMA3,AMIGO2,PPL,RCSD1
REACTOME_ZINC_TRANSPORTERS	0.95	1	15	15	180	166	0	GSE3744		GTF2I,DNAJC3,MTDH,GLB1,DMD,NAB1,PLEKHH2,CD300LG,KIAA1751
REACTOME_RECYCLING_PATHWAY_OF_L1	0.95	1	27	23	180	166	0	GSE3744		RPS3A,STX6,RPL14,MELK,RPL11,GTF2I,GLB1,DUT,PSMA7,MTDH,PSMD14,KIF2C,DMD,DNAJC3,TWISTNB,CRYAB,LMNB1,MRPL14,EFHA2,PDGFD,LSM14B,GPRASP2,NAB1,TRIP13,PRR15,CBFA2T3,CXCL14,CHRM5,RGMA,CX3CL1,KIAA1751,HS3ST4,CDKN3,UBE2C,CDCA3,EXO1,CDCA8,CENPA,ANLN,CEP55,SHCBP1,KIF20A,TTK,PBK,SGOL2,NUSAP1,CKAP2
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.95	1	14	11	180	166	0	GSE3744		PSMA7,RPL11,GLB1,RPS3A,DNAJC3,RPL14,PSMD14,DUT,GTF2I,MTDH,GLTSCR2,MRPL14,ABCB1,RCSD1,TRIP13,CCNB1,MAB21L1,SPINT2
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.95	1	93	81	180	166	1	GSE3744		MTDH,GTF2I,MELK,STX6,RPL14,RPL11,RPS3A,BTAF1,DNAJC3,GLTSCR2,PSMD14,LMNB1,SMC4,CRYAB,CCDC50,TWISTNB,LSM14B,NAB1,EFHA2,TGFBR3,STAT4,PPME1,GPRASP1,GNG7,AMIGO2,GPRASP2,LHFPL2,RCSD1,FOXN3,ITM2A,ODZ2,TRPC1,EGR1,EBF1,USP31,FIGF,EDNRB,CBX7,DBNL,LHFP,CHRDL1,S100P,PLEKHH2
